"id","title","external_tags","targets"
ckn8nwd1c78079nqyxxqqvypb,"
    
      JPA, Hibernate, 그리고 Spring Data JPA의 차이점
    
  ",[],"{Framework,Java,서버 / 백엔드}"
ckgbl59r03747810p7vy2f8ugj,야놀자를 떠나며... (feat. 레저큐),"[""퇴사"", ""이직"", ""면접""]",{커리어}
ckn8o4d49134809nqya9883zs9,TypeScript Exercises,[],{TypeScript}
ckga58anq2367510nz61cl6yj8,악성 프로그램 가려내는 '전자 서명'의 원리,"[""보안"", ""암호화"", ""해시"", ""전자서명""]",{보안}
ckg7r6wpw3898210p6i1d2nx3n,카카오 개발자가 카카오스럽게 일하는 방법 - 애자일코치파트,"[{""name"": ""agile""}, {""name"": ""agilecoach""}, {""name"": ""kakao""}, {""name"": ""kakaokrew""}, {""name"": ""open""}, {""name"": ""OpenWork""}]",{기업 / 스타트업}
ckn6z94yt54835726pcu7ku0y6i,마이리얼트립 EDW(Enterprise Data Warehouse) 구축 : phase 2,"[""마이리얼트립"", ""Data Warehouse"", ""Airflow"", ""Data Engineering"", ""Data Engineer""]",{데이터 과학}
ckn8nt49s45779nqygbe1r4kv,"ModelAttribute, SessionAttribute(s)의 모든 것","[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{아키텍처}
ckn8nvfr469609nqy6ppd8mb5,추천 API 최적화 하기,,{Performance}
ckk7vvmii1549581iqueyu35c4g,[Swift4][ReactiveX] 에러 쉽게 다루기,[],"{디자인패턴,iOS,모바일}"
ckn86uzol77810626pce9g0wwbo,IDC에서 AWS로 Redis 데이터 이전하기,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{서버 / 백엔드,아키텍처,AWS}"
ckn8np1lo02929nqydhz9641u,Java의 동시성 개선을 위한 Project Loom은 reactive streams를 대체할 것인가?,[],{Java}
ckg96qc9j6220110o35803vfat,개발자를 위한 SSD (Coding for SSD) - Part 5 : 접근 방법과 시스템 최적화,"[""block"", ""clustered-block"", ""garbage-collection"", ""nand-flash"", ""page"", ""PBA"", ""ssd""]","{하드웨어,개발 일반}"
ckn8n0feh0851yxqycwpn0frt,dotJS 2019 - Vladimir Agafonkin - Fast by default: algorithmic performance optimization in practice,"[""dotJS"", ""JavaScript"", ""Conference"", ""Optimization"", ""Performance"", ""Tech""]","{Performance,JavaScript}"
ckn8me0080275smqykv9poj01,The Twelve-Factor App (한국어),"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]",{개발 일반}
ckg92tbbs3871710o3i6wfzqk0,가성비 넘치게 0원으로 사이드프로젝트 VWAVWA 시작하기 - MIRYANG.DEVfolder,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{개발 일반,서버 / 백엔드}"
ckjavdm2u2362311kpeih78s2ky,다나와 검색API 개발을 위한 ElasticSearch - GoClient 선택하기,,"{서버 / 백엔드,Go,데이터베이스}"
ckjw8fww53342081jpkv1yedmyp,탄력적인 컴포넌트 작성하기,[],"{React,JavaScript,웹 프론트엔드,웹}"
ckn8npiqk06719nqyvyive9l8,HTTP와 SSL에 대한 기본 개념 및 통신과정,[],{웹}
ckk1v8gqm3122481tkllruemrn5,HTTP 는 Stateless 한데 로그인은 어떻게 구현할 수 있을까? (세션/쿠키를 이용한 인증),[],"{웹,비전공자 & 신입,서버 / 백엔드}"
ckiqprc943889371hs53dign5vb,TypeScript enum을 사용하지 않는 게 좋은 이유를 Tree-shaking 관점에서 소개합니다.,[],"{JavaScript,TypeScript,개발 일반}"
ckg7rbj4x3996810p6d4dasgor,서버 비용을 70%나 줄인 온디맨드 리사이징 이야기 by VCNC,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]",{서버 / 백엔드}
ckg8zu3d71691810o3v5es772j,글로벌 LINE DEV의 기술 공유 문화,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}, {""name"": ""Dev culture""}]","{개발 일반,기업 / 스타트업}"
ckgbolp1s5104810p76knb6256,Google Docs 같은 실시간 협업 에디터를 만드는 방법,[],"{컴퓨터 과학,네트워크}"
ckn8nq6jm14469nqyc9qphlki,새 버전에 맞게 git checkout 대신 switch/restore 사용하기 :: Outsider's Dev Story,[],"{Git / Github,아키텍처}"
ckh4j8ns3985920yqozgzg4ngq,ECMAScript와 TC39,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]",{JavaScript}
ckga4n8lx1689910nz0h5h7x1e,Android 웹뷰의 캐시 분석,"[""모바일"", ""웹"", ""android"", ""성능"", ""http"", ""브라우저"", ""webkit"", ""캐시"", ""웹뷰""]","{모바일,안드로이드}"
ckkqtgs381836971zpgbj6vc5wf,TensorFlow Lite로 Android에서 실시간으로 사람의 포즈를 추적해보세요,[],"{머신러닝,Kotlin,개발 일반}"
ckhd4fs6c1630010n713p38ep0,clean-code-javascript,,{JavaScript}
ckg5z28fx2080410n1a2hl1y74,"어서 와, SSR은 처음이지? - 도입 편","[""node.js"", ""SSR""]","{JavaScript,웹 프론트엔드}"
ckn8nsiww39059nqyj3w1zkzn,(번역) Go 작업훔치기 스케줄러,[],{Go}
ckn8mjqu70521v9qys0bz7ar9,Database Driven Development에서 진짜 DDD로의 선회 -1-,[],"{데이터베이스,디자인패턴}"
ckn8nvzm374939nqypi6ndn9e,Getting Started with Docker,[],{데브옵스}
ckmk9a5da34996126pmxdc6fgv8,컴퓨터가 만드는 랜덤은 정말로 랜덤할까?,[],"{개발 일반,알고리즘,JavaScript}"
ckkexs5jf1574911mo7oein2vw2,"CRA(Create React App)에 tslint, eslint, prettier 적용하기",[],"{웹 프론트엔드,React}"
ckn8o0otk113239nqynfy22tuk,웹 폰트 사용과 최적화의 최근 동향,"[""웹폰트"", ""Webconf.asia""]",{Performance}
ckizk5zy3925081hmiccic2juo,당근마켓의 푸시알림을 지탱하고 있는 Node.js 서비스,"[""Programming"", ""Typescript"", ""Nodejs""]","{아키텍처,TypeScript,서버 / 백엔드,IT 이야기,JavaScript}"
ckhbr8qri2210210qb089s9tx8,Amazon Athena를 이용해 CloudFront 로그 분석하기,[],"{클라우드,서버 / 백엔드}"
ckglv4k719648710o6gtivby8p,"[번역] 기술 업계의 독성 말투 문제, 고칩시다!","[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]",{개발 일반}
ckn8meg201485smqyr98rjj0y,JPA @Where 사용법 - Yun Blog | 기술 블로그,[],{Java}
ckn8o2n6o123569nqy28hbekwy,Fundamentals of Functional JavaScript,[],{JavaScript}
ckjw8gqyl3326111vpk7h9x03ib,제안검색 조사,,"{개발 일반,툴 / 생산성}"
ckkxpkwx66238641zpgbwnunl2q,FrontEnd Application에서 Null 다루기,[],"{웹 프론트엔드,개발 일반,TypeScript,IT 이야기}"
ckn8mxkmv0358yxqy1ssfym75,자바 메모리 관리 - 스택 & 힙,[],{Java}
ckgandpnl2056710p7wxp4odc7,awesome-gpt3,,{머신러닝}
ckga500mk2196510nzp028mtp1,JCA로 이해하는 암호화와 보안,"[""JAVA"", ""보안"", ""jca"", ""암호화""]","{Java,보안}"
ckl5wqaqh3275051kp3tczo81ez,React Hooks는 어떻게 function component를 다시 그릴까?,[],"{웹 프론트엔드,React,JavaScript}"
ckkq4r9hx731061zpg1zjcktnt,What Will Be the Best JavaScript Framework in 2021?,"[""Programming"", ""Angular"", ""React"", ""Vue"", ""JavaScript""]","{JavaScript,Framework,웹 프론트엔드}"
ckg7rtgar4390310p6kb0br5hk,모던 JavaScript 튜토리얼,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]",{JavaScript}
ckn8nwfpu79399nqy0vslll5k,Redis의 SCAN은 어떻게 동작하는가?,"[""redis"", ""redis-keys"", ""redis-scan""]",{데이터베이스}
ckg7s8nxe4693610p6irjm0fdh, 깃(Git)은 뭐가 다른가? - 스타트업 엔지니어링se-logo,"[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}]",{Git / Github}
ckn8nx65687309nqy7chud1nx,"Hello Tailwind CSS! | 장점, 단점, 사용법 | Wonny Log",[],"{웹 프론트엔드,웹}"
ckgbz74303988510phyhk2p0ug,RestTemplate Mock 기반 테스트 하기 - Yun Blog | 기술 블로그,[],{테스팅}
ckg8yy0sz1412910o3zmxn7kp1,YouTube Go는 왜 출시되었을까?,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}, {""name"": ""YouTube""}, {""name"": ""인도""}, {""name"": ""디자인""}]",{IT 이야기}
ckgkjejdk2271710o68tasp1ig,크롤러를 이용해 우체국 등기우편을 자동으로 정리해 보자,"[""IT"", ""업무"", ""스타트업""]","{오픈소스,Python,개발 일반}"
ckgk3vzit1206810qmw3sokdrl,개발자를 위한 새로운 SameSite=None; 보안 쿠키 설정에 대비하기,[],"{보안,웹}"
ckjs5nowk12716651ppebuilm1cs,기획자는 필요없다.,[],"{기업 / 스타트업,기획}"
ckn8nuc7y57739nqyar7r9f5g,[번역] The process: Making Vue 3,[],{웹 프론트엔드}
ckn8o1jbz117779nqyv9o256ks,타입 스크립트에서 Vue 컴포넌트를 개발하는 방법 : TOAST Meetup,,"{TypeScript,웹 프론트엔드}"
ckk4ynen06169031ikl5fgei423,RxJava와 Kotlin Coroutines 비교해보기,[],"{안드로이드,Kotlin,Java,개발 일반}"
ckn8nyelo98459nqyyg67s058,리디북스 PAPER PRO UI 디자인하기,,{UI/UX}
ckgby6ara3261810phf3v4ahbr,확률적 자료구조를 이용한 추정 - 빈도(Frequency) 추정을 위한 Count-Min Sketch,"[""성능"", ""자료구조"", ""확률"", ""count-min sketch""]",{컴퓨터 과학}
ckn8mefmb1438smqy9s166i4p,JPA 선호하는 패턴 - Yun Blog | 기술 블로그,[],{Java}
ckn8nyzpm104929nqyr95egrod,IntelliJ IDEA. Writing Tests with JUnit 5 (2020),"[""intellij idea"", ""JUnit 5"", ""automated tests"", ""writing tests"", ""jetbrains"", ""tests with junit 5""]","{Java,테스팅}"
ckjw79a1k3203571vpkl01gvl0s,챗봇으로 일상을 바꾸는 팀에서 백엔드 개발자로 활동하며 개발은 어떻게 진행하는가,[],"{개발 일반,서버 / 백엔드,컴퓨터 과학}"
ckn8oa0c2158249nqyokszs9eg,문서화에 대해 아무도 말해주지 않는 것들,[],{개발 일반}
ckjw9yj3a3550731jpkar0bbsrz,깃허브 대 비트버킷 대 깃랩: 개발자의 마음을 사기 위한 치열한 경쟁,"[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}]","{툴 / 생산성,Git / Github}"
ckl8ql9je512511tqqeowrcl3l,코드리뷰가 쏘아올린 작은공,,"{커뮤니케이션,개발 일반,Git / Github}"
ckizk5251918881hmivxeljajk,TypeScript를 활용한 서비스개발,"[""Programming"", ""Typescript"", ""Nodejs""]","{TypeScript,개발 일반,IT 이야기,JavaScript,서버 / 백엔드}"
ckg64uz9q4064310n1xcmt8hhw,"await의 함정, 숨은 병목을 찾자","[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]","{개발 일반,Performance,JavaScript}"
ckn8nylfq100059nqyxq9xkv4j,듣기(TTS) 기능 개발기,,{데이터 과학}
ckn8noxx202119nqyx5r58fob,CSS vs JS Animation: Which is Faster?,[],"{웹,웹 프론트엔드}"
ckgfyrk8k1593510qi5838pqcx,"#39. 딥러닝 공부 가이드 2019 (무료 강의, 책)",[],{머신러닝}
ckla5cb501024551snfvlqtjj4h,제 3회 스포카콘을 개최합니다.,,"{세미나,IT 이야기}"
ckl8qlmbr5101325qqquom3run,왜 React와 서버 사이드 렌더링인가?,[],"{React,웹 프론트엔드}"
ckgfydagi931310qiy79rklsh,‘쉽게 설명한’ 구글의 페이지 랭크 알고리즘,[],"{알고리즘,IT 이야기}"
ckgg5m37r4612710qieykpmzy5,카카오의 딥러닝 기반 형태소 분석기,"[""딥러닝"", ""카카오"", ""AI""]","{머신러닝,알고리즘}"
ckn8nypek101339nqyhlz09pkp,웹서버 로그 수집과 모니터링 설정,,"{데브옵스,서버 / 백엔드}"
ckn8ntz2654959nqyxlsd6nrp,"자바스크립트 엔진의 최적화 기법 (2) - Hidden class, Inline Caching : TOAST Meetup","[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]",{Performance}
ckjwd4ecz3689381jpk37ffo2si,코드 가독성에 대해 - 1. 도입과 원칙,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}, {""name"": ""Code Readability""}, {""name"": ""Dev Culture""}]",{개발 일반}
ckn8mxvpy0688yxqy289wfgb3,실리콘 밸리의 잘나가는 5개 기업과 인터뷰를 봤는데 다 붙고만 썰 | Looah,[],"{비전공자 & 신입,커리어}"
ckg64igfv3692310n1yacfta7h,"MVC, MVP, MVVM 비교 – 마기의 개발 블로그 – 즐겁게 개발을 하고 싶은 욕심 많은 개발자","[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]",{안드로이드}
ckn8o1gh0116979nqy64p7ruqo,Big things in JDK 11 : TOAST Meetup,,{Java}
cklltz2ui36724826m5otvtb561,iOS ) UICollectionReusableView,[],"{모바일,iOS}"
ckn8notrc00809nqykl300gjv,"2018년 회고",[],{동기부여}
ckn8nwhlg80359nqyg3abhiqh,카카오의 전사 리소스 모니터링 시스템 - KEMI(Kakao Event Metering & monItoring),"[""go"", ""kafka"", ""storm""]",{데브옵스}
ckgiomynl3455710qn5n415lh1,[번역] Vim의 탭은 그렇게 쓰는 게 아니다. 버퍼와 탭의 사용법,[],{툴 / 생산성}
ckn8ob6sf164709nqyfwciqtez,Android Things 1.0 시작해보세요,[],"{Kotlin,안드로이드}"
ckgkha8661522610o6m1or3xvh,정적 사이트 생성기 Gatsby :: Outsider's Dev Story,[],"{웹,Framework}"
ckkgdzt1e2864811mo7z7rp0p1l,Logical assignment operators in JavaScript,[],"{JavaScript,비전공자 & 신입}"
ckjxvzbgp1354341ikla27fd5yi,[Reactjs] AWS Lambda@Edge 이미지 리사이징 - WONIZZ.LOG,[],"{서버 / 백엔드,툴 / 생산성,클라우드,데브옵스}"
ckn8odfo5180309nqyks8ptptw,스포카 한 산스 웹폰트로 사용하기,,"{웹 프론트엔드,웹}"
ckmzqhutj243042dpm8rcsj6y5,파이썬 데이터 분석 입문,[],"{Python,데이터 과학}"
ckn8mxooq0471yxqy6a8ef98r,자바 HashMap을 효과적으로 사용하는 방법,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckn8oa4ir158649nqy1qlct3xf,SQL에서 coalesce() 사용하기,[],{데이터베이스}
ckjscvbic12894481kpeplebvolr,자바스크립트 스코프에 대해 아주쉽게 이해하기,[],"{JavaScript,비전공자 & 신입}"
ckn8obxqt170669nqy2c5eroz5,"2019 TensorFlow Dev Summit 요약",[],{머신러닝}
ckgbln3lh4002910p7e798f88a,백엔드 개발자를 꿈꾸는 학생개발자에게,"[""d2campus"", ""Techmeetup"", ""Backend""]","{비전공자 & 신입,서버 / 백엔드}"
ckn8nq6um14629nqyyrc72mks,Hacktoberfest 2020 참가 후기 :: Outsider's Dev Story,[],{아키텍처}
ckis60u45521281ul49gmufyq9,기획자가 다니기 좋은 회사가 따로 있을까?,[],{기획}
ckgg5n1ub4655510qiixnv1fp8,패스워드 암호화 방법 총정리,,{보안}
ckn8nxd7v89129nqypnqw49ch,Amazon's Machine Learning University is making its online courses available to the public,"[""Amazon SageMaker"", ""Natural Language Processing (NLP)""]","{데이터 과학,머신러닝,아키텍처}"
ckn8noskg00569nqyhg8ysnuo,"Hibernate, JPA, and Mybatis Which is right for you?",[],"{Framework,Java}"
ckih2ivn596701iti7rnsti2i,'글'이 디자인이 될 때,,"{웹 프론트엔드,기획,UI/UX}"
ckh4m5ifi1675710o0xi1399g0,"Svelte for Sites, React for Apps",[],"{Framework,웹 프론트엔드,웹}"
ckghp0e3l18056510qi79xzy2i4,DB도 형상관리를 해보자! : TOAST Meetup,,{데이터베이스}
ckn8o0d4f111599nqycbwywrlh,"2019년과 이후 JavaScript의 동향 - 라이브러리와 프레임워크 2","[""javascript"", ""프레임워크"", ""Typescript""]","{Framework,TypeScript,Java,JavaScript}"
ckkdbj2t34947501uqus5v3kx6f,"React와 Apollo, Parcel 기반 서비스 개발","[""parcel"", ""Apollo""]","{GraphQL,웹 프론트엔드,서버 / 백엔드,React}"
ckgbq28uu227710phk1i87q3s,[회고] 소주 1병 조지고 쓴 1년차 개발자의 아찔했던 순간들,[],{비전공자 & 신입}
ckgfyl67d1323210qi9yfyrmpk,"이동욱 배달의민족 개발자 ""개발자는 문제 해결사, 재능이 전부가 아니다""",[],"{동기부여,비전공자 & 신입,개발 일반}"
ckn8npcoj05449nqykq3bxd1i,자바 메모리 모델,[],{Java}
ckn8odif4181109nqy7bm04gwm,오픈 소스 프로젝트를 더 잘 릴리스하는 요령들,,{오픈소스}
ckn8o1elo116599nqy3gu8uv8o,VPC 사용법(TOAST 서비스 들여다보기) : TOAST Meetup,,{네트워크}
ckgbkijtl3313310p7ydtc9a6h,여기어때 면접에서 듣게 되는 질문 112가지,"[""숙박 앱"", ""스타트업"", ""야놀자"", ""여기어때"", ""여기어때 면접 질문"", ""위드이노베이션"", ""종합숙박앱""]","{커리어,비전공자 & 신입}"
ckn8o0ckr111439nqyas7n09xi,확장성 있는 웹 아키텍처와 분산 시스템,"[""웹"", ""성능"", ""분산시스템"", ""아키텍처"", ""확장성""]","{아키텍처,Performance}"
ckllu358s37029126m5vlqyezbn,From Java 8 to Java 15 in Ten Minutes,"[""Java"", ""Programming"", ""Functional Programming"", ""Software Development""]","{Java,개발 일반}"
ckjaw2dxn2416481kpezp9y7lxz,머신러닝 용어집  |  Google Developers,"[""머신러닝"", ""용어집""]","{IT 이야기,데이터 과학,머신러닝,기획}"
ckn8mkwhj1242vqqy63u26d6t,REST API Development with Spring,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]","{서버 / 백엔드,Framework}"
ckg91b9j42605110o3k8r80zzn,대용량 스트리밍 데이터 실시간 분석,"[""스트리밍"", ""storm"", ""kafka""]",{데이터 과학}
ckn8mkm7f0482vqqyebygr5az,왜 굳이 도커(컨테이너)를 써야 하나요? - 컨테이너를 사용해야 하는 이유,[],{데브옵스}
ckn8npl3g07479nqyhlmv2nv2,AWS Innovate - 기계 학습 및 AI 에디션,[],"{AWS,머신러닝,데브옵스}"
ckn8nqpy820909nqyjgb2i596,Spring Retry,[],"{Framework,서버 / 백엔드}"
ckgfyotit1459510qirf9k6pxc,책 <개발자의 글쓰기> 원본 파일 공개,[],"{개발 일반,동기부여}"
cklbmz4nc20013926p96vgghox0,[코딩배우기] 훌륭한 프로그래머가 되고 싶다면 만들어야할 앱 8 선,[],"{동기부여,JavaScript,Kotlin,iOS}"
ckg7okp5b3006710p69o9o3ojn,아마존 엘라스틱 컨테이너 서비스(ECS)와 도커(Docker)로 시작하는 컨테이너 오케스트레이션,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{데브옵스,AWS,서버 / 백엔드}"
ckn8o48kt133809nqyd3q3h1gx,Tesseract.js | Pure Javascript OCR for 100 Languages!,[],{JavaScript}
ckjmhny419161311kpe0c87fgjp,Android 게임 개발을 위한 새로운 기능 알아보기,[],"{모바일,툴 / 생산성,안드로이드}"
ckj0rokjh550151hnt49cpc7ya,MySQL 기본 select SQL 예제,[],"{비전공자 & 신입,데이터베이스,서버 / 백엔드}"
ckn8nu0of55359nqyeivt6k8h,NodeJS: In Three(ish) Minutes.,[],{서버 / 백엔드}
ckn8nrped31399nqyd0ylcj2y,React Native,[],"{React,웹 프론트엔드,크로스 플랫폼}"
ckgvwn1nb27217510tbx8hqm08r,커맨드라인 JSON 프로세서 jq : 기초 문법과 작동원리,[],{툴 / 생산성}
ckg7fdtrd810310p6feqyrffo,스프링 실전 가이드,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckg8px7j6678910o3tbyvq1ln,Spark Summit Europe 2016 참관기,"[""스파크"", ""Spark""]","{세미나,머신러닝,데이터 과학}"
ckg7sih654860710p6wz3nwwru,GitHub Pull Request가 자동으로 close되는 경우는?,"[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}, {""name"": ""Advent Calendar""}, {""name"": ""GitHub""}]",{Git / Github}
ckn8ns19w34049nqy75czuwho,Introducing Domain-Oriented Microservice Architecture,[],{아키텍처}
ckn8mka431746v9qy4sqcpndk,네트워크 모니터링이 궁금할땐 ? Packetbeat !,[],{데브옵스}
ckghbansv11571310qi8f20asrz,김성범 교수 - 핵심 머신러닝 강의 영상 목록,[],"{데이터 과학,머신러닝}"
ckheifiyh7747010n7mxqkgg0h,Spring Cloud Gateway | Popit,"[""소프트웨어"", ""Spring"", ""gateway""]","{Framework,서버 / 백엔드,Java}"
ckh5oge9c729610nputfzmuup,Docker Buildx로 Multi-Archtecture Image 빌드하기,,"{IT 이야기,아키텍처,Tech}"
ckn8ns3xz34469nqyi2jx7xtz,(mobile) device-pixel-ratio계산,[],{모바일}
ckk7ppyd01248221iqumjudvz74,[Swift4.1] JSONDecoder의 KeyDecodingStrategy,[],{iOS}
ckk7pq2h81249191iqueolf3pp5,빠르게 훑어보는 리디페이 백엔드 개발기,,"{서버 / 백엔드,툴 / 생산성,오픈소스}"
ckn8oawfr162309nqycuaule83,쉽고 빠르고 간단하게! 멋진 네이티브 앱을 빌드할 수 있는 Flutter 베타를 소개합니다.  ,[],"{Flutter,크로스 플랫폼}"
ckghqvwrl964710qnkjzk0b88,Vim 도대체 왜 쓰는가,[],{툴 / 생산성}
ckn8nppic08029nqymrt6p5ta,Git을 이용한 버전 관리 【Git의 기본】 | 누구나 쉽게 이해할 수 있는 Git 입문~버전 관리를 완벽하게 이용해보자~ | Backlog,"[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}]",{Git / Github}
ckn8ocbd8173149nqy5b4pybx2,더 많은 브라우저에서 Google Earth를 사용할 수 있게 해주는 WebAssembly를 소개합니다,[],{웹}
ckn8nyig399419nqylpt6bzys,코드 리뷰어 활동 후기,,{개발 일반}
ckkqth75r1838241zpgj6g48jxi,질문을 잘하는 개발자,[],"{개발 일반,비전공자 & 신입}"
ckn8mjkye0197v9qya8hdqz0j,"Vue.js 한국 개발자 모임, Vuetiful Korea Meetup에 다녀왔습니다","[""JavaScript"", ""Vue.js""]","{세미나,웹 프론트엔드}"
ckg91duhq2746610o3072vci8p,람다가 이끌어 갈 모던 Java,"[""JAVA"", ""jvm"", ""람다"", ""함수형 프로그래밍"", ""컬렉션""]",{Java}
ckn8ntgva48749nqyltkz011p,자바 컬렉션과 동기화(Java Collection Synchronization),[],{Java}
ckg8qc903735410o3kt2hect5,Java HashMap은 어떻게 동작하는가?,"[""JAVA"", ""성능"", ""hashmap""]",{Java}
ckifnap2q1159910qk0t35k0up,구글플레이가 ‘2020 올해를 빛낸 앱·게임’을 발표했습니다!,"[""Google Play""]","{게임,안드로이드,IT 이야기}"
ckghq95v7274610qnmnkwfl4k,영상을 통한 자료구조와 알고리즘의 시각화,,"{알고리즘,컴퓨터 과학}"
ckn8nrcub28599nqyypjx896a,JavaScript 첫걸음,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]",{JavaScript}
ckn8o2lpc123369nqyfhfa99fb,Meet Safari Web Extensions - WWDC 2020 - Videos - Apple Developer,[],"{iOS,웹,세미나}"
ckn8o1q2q119599nqyz0bce7oi,System Monitoring 서비스 소개 (TOAST Service 들여다 보기) : TOAST Meetup,,{데브옵스}
ckjmhjj6l9152821kpebhwnidjl,중국 직구 서비스 개발 삽질기 | Popit,"[""소프트웨어"", ""중국"", ""중국"", ""WeChat"", ""위챗""]","{기업 / 스타트업,개발 일반}"
ckn8nqtd422289nqyjpf9rr6a,Github Action With Gradle - Yun Blog | 기술 블로그,[],{Git / Github}
ckg7n677c2711310p6sxf6m145,개발자를 위한 인프라 기초 총정리,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{개발 일반,데브옵스}"
ckjmnkalx9468711kpeknps8ilh,깃헙 액션으로 경계가 명확한 CI/CD 파이프라인 구현하기,[],"{Git / Github,데브옵스,아키텍처}"
ckmye8jwx14296982dpmqecb8dq8,파이썬의 개발 “환경”(env) 도구들,,"{툴 / 생산성,Python}"
ckkep51od1166011mo7irpmjprj,개발자를 위한 레디스 튜토리얼 04 : TOAST Meetup,,"{툴 / 생산성,서버 / 백엔드}"
ckg8qvaci980010o3orl1ct2b,주요 DBMS의 특징적인 SQL 기능 비교,"[""sql"", ""dbms"", ""cubrid""]",{데이터베이스}
ckmu0k6ws4133022dpmwbcgjep4,알고리즘 공부 사이트/문제 추천,[],"{개발 일반,알고리즘}"
ckn8o3g39128399nqyycolmvpp,Introducing: The Async Cookie Store API,"[""Frontend"", ""JavaScript"", ""Web Development""]","{웹,웹 프론트엔드,JavaScript}"
ckk6aj8ig7482681tkll5gobadq,스타트업 개발자 혼자 빠르게 싸게 서버 구축하기 - 2편 | Popit,"[""소프트웨어"", ""nginx"", ""https"", ""도메인""]","{서버 / 백엔드,개발 일반}"
ckhd2fe4s344910n7byim3xmr,tsParticles - TypeScript Particles,,"{웹 프론트엔드,JavaScript}"
ckn8odmlp182229nqys8jhsgte,파이콘 한국 2018에 참가합니다.,,"{세미나,개발 일반}"
ckn8nxbel88729nqya0kjjyf0,AWS 솔루션 아키텍트 어소시에이트 자격증 취득 후기 - AWS 공인 자격증 준비와 합격자 혜택,[],"{개발 일반,AWS,데브옵스}"
ckn8mkv441095vqqyyztxa4dt,[NDC16] Effective Git,"[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}]",{Git / Github}
ckg5y2cnq1600410n1k3adts73,'7년 걸쳐 AWS로 이전'··· 넷플릭스 엔지니어가 설명하는 클라우드 여정,[],"{서버 / 백엔드,아키텍처,데브옵스}"
ckn8nyxnb104289nqyu5igha72,[EP.10] 라인의 전정은 님이 말하는 테크니컬 라이팅의 모든 것 | 라인개발실록,"[""라인"", ""라인개발자"", ""라인개발"", ""테크니컬라이팅"", ""테크니컬라이터"", ""LINE"", ""LINE DEV"", ""LINE Developers"", ""기술공유"", ""Technical Writing"", ""Technical Writer"", ""문서엔지니어링"", ""document engineering"", ""라인 기술"", ""개발자"", ""WTD"", ""API"", ""doxygen"", ""API 도구"", ""API 문서""]",{툴 / 생산성}
ckn40d3pu48406226pm13symt6y,제3회 스포카콘 후기 및 발표 자료 공유,,"{세미나,개발 일반}"
ckn8mkkv20399vqqydpxq2k6b,만들면서 이해하는 도커(Docker) 이미지: 도커 이미지 빌드 원리와 OverlayFS,[],{데브옵스}
ckn8mxsdg0601yxqy2mdtzj2t,여전히 활기차다!··· 2019년 클라우드 핵심 트렌드 예측,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{데이터 과학,머신러닝}"
ckmzm0swg16395682dpmr0av15sy,[Swift4] KeyPath Observe 사용하기,[],{iOS}
